Activity Date,Activity Type,Moving Time,weekday,month,year,day_of_year,Moving Time_normalized
2023-01-11 18:42:43,Run,1890,2,1,2023,11,-0.4704581805348616
2023-01-10 20:22:13,Run,2052,1,1,2023,10,-0.3951609780567172
2023-01-09 20:24:15,Run,3221,0,1,2023,9,0.14818735340594216
2023-01-07 23:58:51,Run,1819,5,1,2023,7,-0.50345880631232
2023-01-05 18:43:45,Run,935,3,1,2023,5,-0.9143398371189845
2023-01-04 19:20:59,Run,1902,2,1,2023,4,-0.46488060998092495
2023-01-03 20:24:19,Run,3169,1,1,2023,3,0.12401788100555013
2023-01-02 15:37:49,Run,3373,0,1,2023,2,0.2188365804224727
2023-01-01 22:18:00,Run,3373,6,1,2023,1,0.2188365804224727
2022-12-31 18:00:38,Run,2529,5,12,2022,365,-0.17345254853773642
2022-12-29 16:41:24,Run,4742,3,12,2022,363,0.8551444211174091
2022-12-26 21:50:07,Run,3781,0,12,2022,360,0.4084739792563179
2022-12-25 21:06:00,Run,7320,6,12,2022,359,2.0533924951214604
2022-12-21 18:23:16,Run,1882,2,12,2022,355,-0.47417656090415267
2022-12-20 22:23:51,Run,3615,1,12,2022,354,0.33131758659352795
2022-12-19 20:36:34,Run,3116,0,12,2022,353,0.09938361105899671
2022-12-17 19:13:17,Run,3492,5,12,2022,351,0.27414748841567754
2022-12-17 18:25:11,Run,904,5,12,2022,351,-0.9287485610499874
2022-12-16 20:39:41,Run,3128,4,12,2022,350,0.10496118161293333
2022-12-14 17:25:12,Run,1719,2,12,2022,348,-0.5499385609284585
2022-12-13 18:28:07,Run,2911,1,12,2022,347,0.004100114095912734
2022-12-10 18:17:11,Run,2900,5,12,2022,344,-0.0010126589118625037
2022-12-09 18:14:55,Run,2717,4,12,2022,343,-0.086070609859396
2022-12-08 18:30:12,Run,4080,3,12,2022,342,0.5474484455585721
2022-12-05 22:07:35,Run,1972,0,12,2022,339,-0.432344781749628
2022-12-04 20:40:02,Run,3003,6,12,2022,338,0.046861488342760174
2022-12-03 21:04:18,Run,1265,5,12,2022,337,-0.7609566468857274
2022-12-02 21:11:59,Run,2558,4,12,2022,336,-0.15997341969905626
2022-11-28 22:09:34,Run,1752,0,11,2022,332,-0.5346002419051328
2022-11-27 20:42:31,Run,2904,6,11,2022,331,0.0008465312727830371
2022-11-26 21:05:42,Run,4888,5,11,2022,330,0.9230048628569714
2022-11-24 14:39:42,Run,1708,3,11,2022,328,-0.5550513339362337
2022-11-23 18:27:49,Run,2851,2,11,2022,327,-0.02378773867377038
2022-11-22 19:24:47,Run,2648,1,11,2022,326,-0.11814164054453158
2022-11-21 18:06:35,Run,3234,0,11,2022,325,0.15422972150604017
2022-11-15 14:24:58,Run,1918,1,11,2022,319,-0.45744384924234277
2022-11-12 20:38:47,Run,2205,5,11,2022,316,-0.32404695349402524
2022-11-10 06:18:09,Run,1212,3,11,2022,314,-0.7855909168322808
2022-11-08 14:41:08,Run,1179,1,11,2022,312,-0.8009292358556065
2022-11-07 21:28:57,Ride,2975,0,11,2022,311,0.03384715705024139
2022-11-05 18:59:18,Run,1985,5,11,2022,309,-0.42630241364953
2022-11-05 02:58:57,Run,905,5,11,2022,309,-0.928283763503826
2022-11-04 00:43:16,Run,3036,4,11,2022,308,0.06219980736608589
2022-11-02 21:27:52,Run,2581,2,11,2022,306,-0.1492830761373444
2022-10-31 19:33:01,Run,1959,0,10,2022,304,-0.438387149849726
2022-10-30 19:48:30,Run,3017,6,10,2022,303,0.05336865398901957
2022-10-26 20:06:32,Run,2877,2,10,2022,299,-0.011703002473574364
2022-10-24 22:34:26,Run,3064,0,10,2022,297,0.07521413865860467
2022-10-24 03:28:33,Run,1195,0,10,2022,297,-0.7934924751170244
2022-10-22 16:32:23,Run,1769,5,10,2022,295,-0.5266986836203892
2022-10-20 18:29:01,Run,3420,3,10,2022,293,0.2406820650920578
2022-10-19 21:04:45,Run,1988,2,10,2022,292,-0.42490802101104586
2022-10-16 20:06:15,Workout,309,6,10,2022,289,-1.2053031010160116
2022-10-16 20:00:19,Workout,315,6,10,2022,289,-1.2025143157390432
2022-10-13 01:52:41,Run,2366,3,10,2022,286,-0.24921454856204223
2022-10-10 22:22:42,Swim,3000,0,10,2022,283,0.04546709570427602
2022-10-09 18:28:58,Run,3105,6,10,2022,282,0.09427083805122147
2022-10-08 01:20:45,Run,4072,5,10,2022,281,0.543730065189281
2022-10-06 20:07:18,Ride,2469,3,10,2022,279,-0.20134040130741954
2022-10-05 20:20:10,Run,2808,2,10,2022,278,-0.043774033158709945
2022-10-04 02:23:08,Run,3137,1,10,2022,277,0.10914435952838579
2022-10-01 17:24:20,Run,5498,5,10,2022,274,1.2065313660154162
2022-09-29 18:04:29,Run,2545,3,9,2022,272,-0.16601578779915427
2022-09-28 20:54:18,Run,2232,2,9,2022,271,-0.3114974197476678
2022-09-27 21:59:06,Run,3379,1,9,2022,270,0.22162536569944102
2022-09-26 20:37:51,Run,1859,0,9,2022,269,-0.4848669044658645
2022-09-24 22:32:11,Ride,2640,5,9,2022,267,-0.12186002091382266
2022-09-24 00:16:35,Run,2765,5,9,2022,267,-0.06376032764364951
2022-09-21 22:33:30,Run,3001,2,9,2022,264,0.0459318932504374
2022-09-20 13:20:10,Run,2651,1,9,2022,263,-0.11674724790604743
2022-09-19 19:47:21,Run,653,0,9,2022,262,-1.0454127451364952
2022-09-19 18:58:46,Run,2673,0,9,2022,262,-0.10652170189049695
2022-09-15 13:37:47,Run,1194,3,9,2022,258,-0.7939572726631857
2022-09-13 16:50:07,Run,1982,1,9,2022,256,-0.42769680628801415
2022-09-13 03:59:58,Run,1352,1,9,2022,256,-0.7205192603696868
2022-09-11 20:50:56,Run,4998,6,9,2022,254,0.9741325929347237
2022-09-10 19:30:41,Run,2275,5,9,2022,253,-0.29151112526272827
2022-09-09 02:45:09,Run,3693,4,9,2022,252,0.367571795194116
2022-09-07 23:03:01,Run,2220,2,9,2022,250,-0.31707499030160446
2022-09-06 20:56:08,Run,4109,1,9,2022,249,0.5609275743972523
2022-09-05 00:07:26,Run,1787,0,9,2022,248,-0.5183323277894842
2022-09-03 18:18:37,Run,4312,5,9,2022,246,0.6552814762680135
2022-09-01 23:13:10,Run,3459,3,9,2022,244,0.2588091693923518
2022-08-30 22:57:54,Run,870,1,8,2022,242,-0.9445516776194746
2022-08-30 22:24:21,Run,845,1,8,2022,242,-0.9561716162735091
2022-08-30 21:48:36,Run,688,1,8,2022,242,-1.0291448310208466
2022-08-29 19:12:42,Run,2910,0,8,2022,241,0.0036353165497513486
2022-08-27 22:22:43,Run,1284,5,8,2022,239,-0.752125493508661
2022-08-26 22:10:51,Run,2613,4,8,2022,238,-0.13440955466018006
2022-08-24 22:06:27,Ride,6690,2,8,2022,236,1.7605700410397875
2022-08-23 20:53:30,Run,1736,1,8,2022,235,-0.5420370026437149
2022-08-22 21:58:07,Run,3262,0,8,2022,234,0.16724405279855895
2022-08-21 23:15:01,Run,4010,6,8,2022,233,0.5149126173272751
2022-08-19 17:27:51,Kayaking,1953,4,8,2022,231,-0.44117593512669434
2022-08-19 13:26:07,Run,3368,4,8,2022,231,0.21651259269166578
2022-08-17 14:53:05,Run,3826,2,8,2022,229,0.4293898688335802
2022-08-15 20:38:18,Ride,3121,0,8,2022,227,0.10170759878980364
2022-08-15 17:57:28,Ride,938,0,8,2022,227,-0.9129454444805003
2022-08-15 15:42:59,Ride,2974,0,8,2022,227,0.03338235950408
2022-08-12 17:06:18,Hike,5520,4,8,2022,224,1.2167569120309667
2022-08-10 12:50:13,Ride,9160,2,8,2022,222,2.9086199800584094
2022-08-09 18:27:11,Run,2275,1,8,2022,221,-0.29151112526272827
2022-08-08 16:05:40,Run,2597,0,8,2022,220,-0.14184631539876222
2022-08-07 14:24:50,Run,2108,6,8,2022,219,-0.36913231547167963
2022-08-06 15:23:44,Run,1467,5,8,2022,218,-0.6670675425611275
2022-08-05 13:28:10,Run,2575,4,8,2022,217,-0.1520718614143127
2022-08-03 23:54:06,Run,3290,2,8,2022,215,0.18025838409107772
2022-08-02 20:32:18,Run,203,1,8,2022,214,-1.2545716409091185
2022-07-31 19:38:17,Run,1680,6,7,2022,212,-0.5680656652287525
2022-07-30 15:40:22,Ride,14852,5,7,2022,211,5.554247612809014
2022-07-29 21:32:22,Run,2677,4,7,2022,210,-0.1046625117058514
2022-07-28 12:08:51,Run,3495,3,7,2022,209,0.2755418810541617
2022-07-26 20:55:15,Run,2478,1,7,2022,207,-0.19715722339196706
2022-07-25 19:11:06,Run,2073,0,7,2022,206,-0.3854002295873281
2022-07-23 12:41:20,Run,3075,5,7,2022,204,0.08032691166637991
2022-07-22 12:44:06,Run,2115,4,7,2022,203,-0.3658787326485499
2022-07-22 12:24:28,Run,902,4,7,2022,203,-0.9296781561423102
2022-07-20 17:13:06,Ride,14787,2,7,2022,201,5.524035772308524
2022-07-19 19:58:02,Run,1556,1,7,2022,200,-0.6257005609527643
2022-07-18 21:46:37,Run,3012,0,7,2022,199,0.05104466625821264
2022-07-16 20:29:59,Hike,2114,5,7,2022,197,-0.3663435301947113
2022-07-10 17:24:52,Run,2731,6,7,2022,191,-0.0795634442131366
2022-07-08 12:29:18,Run,4305,4,7,2022,189,0.6520278934448838
2022-07-07 21:01:22,Run,4615,3,7,2022,188,0.7961151327549132
2022-07-06 17:58:36,Run,2768,2,7,2022,187,-0.06236593500516535
2022-07-04 13:28:16,Run,498,0,7,2022,185,-1.11745636479151
2022-07-04 11:46:50,Run,935,0,7,2022,185,-0.9143398371189845
2022-07-03 14:37:32,Run,2110,6,7,2022,184,-0.3682027203793568
2022-07-01 21:27:18,Run,3616,4,7,2022,182,0.3317823841396893
2022-07-01 00:25:52,Run,3507,4,7,2022,182,0.2811194516080983
2022-06-29 13:33:19,Run,2926,2,6,2022,180,0.011072077288333513
2022-06-27 19:08:20,Run,3024,0,6,2022,178,0.056622236812149264
2022-06-26 23:23:44,Run,4286,6,6,2022,177,0.6431967400678175
2022-06-24 14:45:56,Ride,4830,4,6,2022,175,0.896046605179611
2022-06-24 02:19:38,Run,3250,4,6,2022,175,0.16166648224462232
2022-06-22 21:39:40,Run,3173,2,6,2022,173,0.12587707119019567
2022-06-21 15:24:58,Run,1420,1,6,2022,172,-0.6889130272307127
2022-06-20 17:31:44,Run,871,0,6,2022,171,-0.9440868800733131
2022-06-20 02:21:39,Run,7550,0,6,2022,171,2.160295930738579
2022-06-18 00:40:41,Run,4120,5,6,2022,169,0.5660403474050275
2022-06-16 18:50:00,Run,3720,3,6,2022,167,0.3801213289404734
2022-06-16 15:51:03,Run,2833,3,6,2022,167,-0.03215409450467532
2022-06-14 22:15:28,Ride,372,1,6,2022,165,-1.1760208556078444
2022-06-14 13:29:39,Run,2189,1,6,2022,165,-0.3314837142326074
2022-06-14 01:26:24,Run,851,1,6,2022,165,-0.9533828309965409
2022-06-14 00:17:38,Run,3191,1,6,2022,165,0.1342434270211006
2022-06-12 22:14:28,Run,208,6,6,2022,163,-1.2522476531783115
2022-06-12 17:04:28,Run,180,6,6,2022,163,-1.2652619844708304
2022-06-12 13:17:37,Run,212,6,6,2022,163,-1.250388462993666
2022-06-11 14:40:46,Run,3145,5,6,2022,162,0.11286273989767688
2022-06-09 16:06:48,Run,2683,3,6,2022,160,-0.1018737264288831
2022-06-08 00:27:50,Run,4176,2,6,2022,159,0.5920690099900651
2022-06-06 15:47:38,Run,3129,0,6,2022,157,0.10542597915909471
2022-06-05 15:52:02,Ride,4433,6,6,2022,156,0.711521979353541
2022-06-04 20:12:05,Run,2564,5,6,2022,155,-0.15718463442208794
2022-06-02 23:30:18,Run,1529,3,6,2022,153,-0.6382500946991216
2022-06-01 15:44:50,Ride,9370,2,6,2022,152,3.0062274647523
2022-05-31 13:10:08,Run,5443,1,5,2022,151,1.1809675009765401
2022-05-30 18:08:07,Run,2429,0,5,2022,150,-0.21993230315387494
2022-05-25 14:48:40,Run,1919,2,5,2022,145,-0.4569790516961814
2022-05-15 14:03:26,Run,2359,6,5,2022,135,-0.25246813138517193
2022-05-14 15:20:43,Run,5167,5,5,2022,134,1.052683378235998
2022-05-13 00:26:55,Run,1706,4,5,2022,133,-0.5559809290285564
2022-05-11 18:27:00,Run,2206,2,5,2022,131,-0.3235821559478638
2022-05-11 01:16:45,Run,1792,2,5,2022,131,-0.5160083400586774
2022-05-09 19:20:06,Run,1974,0,5,2022,129,-0.4314151866573052
2022-05-07 22:54:05,Run,2147,5,5,2022,127,-0.35100521117138556
2022-05-06 17:51:03,Run,2539,4,5,2022,126,-0.16880457307612257
2022-05-02 20:14:29,Run,4441,0,5,2022,122,0.7152403597228322
2022-05-02 03:04:45,Run,476,0,5,2022,122,-1.1276819108070604
2022-05-02 02:31:07,Run,1172,0,5,2022,122,-0.8041828186787362
2022-04-30 13:54:44,Run,1101,5,4,2022,120,-0.8371834444561945
2022-04-30 13:17:09,Ride,2233,5,4,2022,120,-0.31103262220150646
2022-04-30 12:16:48,Run,531,5,4,2022,120,-1.102118045768184
2022-04-28 13:29:53,Run,1648,3,4,2022,118,-0.5829391867059168
2022-04-28 01:04:59,Run,2129,3,4,2022,118,-0.3593715670022905
2022-04-26 13:08:29,Run,1803,1,4,2022,116,-0.5108955670509021
2022-04-22 21:23:18,Run,1876,4,4,2022,112,-0.47696534618112096
2022-04-21 17:57:42,Run,212,3,4,2022,111,-1.250388462993666
2022-04-21 16:40:44,Run,3239,3,4,2022,111,0.15655370923684708
2022-04-20 21:28:01,Run,1351,2,4,2022,110,-0.7209840579158482
2022-04-19 16:53:52,Run,3728,1,4,2022,109,0.38383970930976447
2022-04-16 12:22:43,Run,3920,5,4,2022,106,0.47308083817275043
2022-04-15 04:05:47,Run,747,4,4,2022,105,-1.001721775797325
2022-04-15 03:23:18,Run,661,4,4,2022,105,-1.0416943647672041
2022-04-13 20:25:23,Run,2046,2,4,2022,103,-0.3979497633336855
2022-04-12 17:36:59,Run,1729,1,4,2022,102,-0.5452905854668446
2022-04-12 03:33:15,Run,1556,1,4,2022,102,-0.6257005609527643
2022-04-11 22:08:44,Run,1961,0,4,2022,101,-0.4374575547574032
2022-04-11 21:17:14,Run,231,0,4,2022,101,-1.2415573096165997
2022-04-11 20:17:36,Run,1758,0,4,2022,101,-0.5318114566281644
2022-04-11 12:53:57,Run,1669,0,4,2022,101,-0.5731784382365277
2022-04-09 16:31:15,Run,4216,5,4,2022,99,0.6106609118365205
2022-04-07 00:45:56,Run,1887,3,4,2022,97,-0.4718525731733457
2022-04-06 04:32:07,Run,3335,2,4,2022,96,0.20117427366834006
2022-04-04 20:14:18,Run,3099,0,4,2022,94,0.09148205277425316
2022-03-30 04:05:48,Run,1816,2,3,2022,89,-0.504853198950804
2022-03-28 23:03:03,Run,217,0,3,2022,87,-1.2480644752628591
2022-03-28 21:31:16,Run,3436,0,3,2022,87,0.24811882583064
2022-03-27 18:25:21,Hike,5726,6,3,2022,86,1.312505206540212
2022-03-25 04:24:00,Run,1311,4,3,2022,84,-0.7395759597623036
2022-03-24 05:39:59,Run,2596,3,3,2022,83,-0.1423111129449236
2022-03-23 00:33:15,Run,1834,2,3,2022,82,-0.49648684311989916
2022-03-22 02:39:06,Run,1768,1,3,2022,81,-0.5271634811665505
2022-03-11 20:28:28,Run,3366,4,3,2022,70,0.21558299759934302
2022-03-10 19:46:14,Run,849,3,3,2022,69,-0.9543124260888636
2022-03-09 18:55:32,Run,3079,2,3,2022,68,0.08218610185102546
2022-03-07 19:21:14,Run,568,0,3,2022,66,-1.0849205365602128
2022-03-06 16:38:44,Run,7186,6,3,2022,65,1.9911096239358348
2022-03-04 17:02:08,Run,2897,4,3,2022,63,-0.0024070515503466596
2022-03-01 18:55:48,Run,3528,1,3,2022,60,0.29088020007748744
2022-02-23 20:08:54,Run,3007,2,2,2022,54,0.04872067852740571
2022-02-19 23:02:21,Run,3884,5,2,2022,50,0.45634812651094053
2022-02-17 01:57:29,Run,2373,3,2,2022,48,-0.24596096573891252
2022-02-15 04:13:49,Run,1854,1,2,2022,46,-0.48719089219667144
2022-02-12 22:28:19,Run,3028,5,2,2022,43,0.0584814269967948
2022-02-10 22:10:18,Run,3580,3,2,2022,41,0.31504967247787946
2022-02-09 20:54:58,Run,2737,2,2,2022,40,-0.07677465893616829
2022-02-08 21:44:35,Ride,3334,1,2,2022,39,0.20070947612217868
2022-01-31 13:45:53,Run,1717,0,1,2022,31,-0.5508681560207812
2022-01-29 17:26:04,Run,4435,5,1,2022,29,0.7124515744458638
2022-01-25 14:17:03,Run,1792,1,1,2022,25,-0.5160083400586774
2022-01-24 21:31:59,Run,2561,0,1,2022,24,-0.1585790270605721
2022-01-23 17:27:32,Run,364,6,1,2022,23,-1.1797392359771355
2022-01-22 18:12:31,Hike,12220,5,1,2022,22,4.330900471312248
2022-01-21 13:31:58,Run,1755,4,1,2022,21,-0.5332058492666486
2022-01-19 23:23:47,Workout,1738,2,1,2022,19,-0.5411074075513921
2022-01-19 21:04:39,Run,2937,2,1,2022,19,0.01618485029610875
2022-01-17 15:51:39,Run,1795,0,1,2022,17,-0.5146139474201932
2022-01-14 16:07:40,Run,2693,4,1,2022,14,-0.09722575096726925
2022-01-09 12:14:55,Run,2322,6,1,2022,9,-0.2696656405931432
2022-01-07 19:36:35,Run,1920,4,1,2022,7,-0.45651425415002
2022-01-06 16:48:58,Run,2562,3,1,2022,6,-0.1581142295144107
2022-01-04 15:35:16,Run,3327,1,1,2022,4,0.197455893299049
2022-01-02 17:46:00,Run,6816,6,1,2022,2,1.819134531856122
2021-12-31 19:57:47,Run,1767,4,12,2021,365,-0.527628278712712
2021-12-30 23:24:27,Run,3274,3,12,2021,364,0.17282162335249557
2021-12-29 17:40:02,Run,3753,2,12,2021,363,0.3954596479637991
2021-12-27 18:34:08,Run,2898,0,12,2021,361,-0.0019422540041852741
2021-12-24 16:52:17,Run,1608,4,12,2021,358,-0.6015310885523723
2021-12-23 21:12:29,Run,3271,3,12,2021,357,0.17142723071401142
2021-12-22 18:19:04,Run,2991,2,12,2021,356,0.04128391778882355
2021-12-20 22:21:25,Run,3576,0,12,2021,354,0.31319048229323393
2021-12-19 20:28:07,Run,6781,6,12,2021,353,1.8028666177404735
2021-12-16 22:25:14,Run,3718,3,12,2021,350,0.37919173384815064
2021-12-15 17:11:47,Run,1244,2,12,2021,349,-0.7707173953551164
2021-12-14 20:34:52,Run,2005,1,12,2021,348,-0.41700646272630226
2021-12-13 22:13:28,Run,6030,0,12,2021,347,1.4538036605732731
2021-12-11 19:34:33,Run,2930,5,12,2021,345,0.012931267472979053
2021-12-10 16:25:14,Run,4582,4,12,2021,344,0.7807768137315875
2021-12-09 21:39:26,Run,1041,3,12,2021,343,-0.8650712972258776
2021-12-09 21:20:12,Run,925,3,12,2021,343,-0.9189878125805984
2021-12-07 15:39:50,Run,1627,1,12,2021,341,-0.592699935175306
2021-12-06 14:45:40,Run,2542,0,12,2021,340,-0.16741018043763842
2021-12-02 17:52:37,Run,1475,3,12,2021,336,-0.6633491621918365
2021-12-01 14:32:17,Run,2439,2,12,2021,335,-0.21528432769226108
2021-11-30 14:41:35,Run,1726,1,11,2021,334,-0.5466849781053288
2021-11-29 15:31:11,Run,2166,0,11,2021,333,-0.34217405779431925
2021-11-28 14:31:25,Run,2501,6,11,2021,332,-0.1864668798302552
2021-11-26 17:43:11,Run,2080,4,11,2021,330,-0.3821466467641984
2021-11-24 22:02:33,Run,4177,2,11,2021,328,0.5925338075362264
2021-11-23 22:30:15,Run,2223,1,11,2021,327,-0.3156805976631203
2021-11-22 17:42:34,Run,2972,0,11,2021,326,0.032452764411757234
2021-11-19 21:45:05,Run,1323,4,11,2021,323,-0.733998389208367
2021-11-17 11:08:47,Run,1443,2,11,2021,321,-0.6782226836690007
2021-11-15 14:48:10,Swim,997,0,11,2021,319,-0.8855223892569786
2021-11-15 14:19:24,Run,1191,0,11,2021,319,-0.7953516653016699
2021-11-14 20:01:57,Hike,5256,6,11,2021,318,1.0940503598443612
2021-11-11 15:29:58,Run,1501,3,11,2021,315,-0.6512644259916405
2021-11-11 03:51:11,Run,1561,3,11,2021,315,-0.6233765732219573
2021-11-09 15:41:01,Ride,5017,1,11,2021,313,0.9829637463117901
2021-11-08 18:59:20,Run,1850,0,11,2021,312,-0.489050082381317
2021-11-07 15:25:25,Run,5969,6,11,2021,311,1.4254510102574287
2021-11-05 21:57:06,Run,1940,4,11,2021,309,-0.44721830322679235
2021-11-03 13:43:19,Run,2237,2,11,2021,307,-0.3091734320168609
2021-11-01 20:15:37,Rowing,581,0,11,2021,305,-1.0788781684601148
2021-10-31 21:27:36,Run,2489,6,10,2021,304,-0.19204445038419182
2021-10-27 13:05:06,Run,3156,2,10,2021,300,0.11797551290545212
2021-10-25 12:42:58,Run,2858,0,10,2021,298,-0.020534155850640685
2021-10-23 16:53:54,Run,4235,5,10,2021,296,0.6194920652135868
2021-10-22 12:52:02,Run,1122,4,10,2021,295,-0.8274226959868054
2021-10-20 19:06:46,Run,1273,2,10,2021,293,-0.7572382665164362
2021-10-19 12:20:46,Ride,6964,1,10,2021,292,1.887924568688007
2021-10-18 01:48:26,Run,1510,0,10,2021,291,-0.6470812480761879
2021-10-16 14:29:29,Run,3975,5,10,2021,289,0.4986447032116266
2021-10-15 22:17:59,Run,1727,4,10,2021,288,-0.5462201805591673
2021-10-14 21:52:28,Ride,437,3,10,2021,287,-1.1458090151073543
2021-10-14 16:28:04,Run,859,3,10,2021,287,-0.9496644506272498
2021-10-14 15:33:15,Ride,2901,3,10,2021,287,-0.0005478613657011185
2021-10-11 20:25:40,Run,1825,0,10,2021,284,-0.5006700210353516
2021-10-09 16:47:19,Run,4459,5,10,2021,282,0.723606715553737
2021-10-07 16:37:07,Run,2390,3,10,2021,280,-0.23805940745416898
2021-10-06 02:00:42,Workout,880,2,10,2021,279,-0.9399037021578607
2021-10-01 19:44:32,Run,1792,4,10,2021,274,-0.5160083400586774
2021-09-30 14:23:47,Walk,3757,3,9,2021,273,0.39731883814844465
2021-09-28 16:12:05,Run,1724,1,9,2021,271,-0.5476145731976515
2021-09-27 13:49:30,Run,2001,0,9,2021,270,-0.41886565291094785
2021-09-25 21:50:01,Run,2314,5,9,2021,268,-0.27338402096243425
2021-09-24 23:01:06,Run,2551,4,9,2021,267,-0.16322700252218594
2021-09-23 16:40:34,Run,1251,3,9,2021,266,-0.7674638125319867
2021-09-21 13:19:41,Ride,4699,1,9,2021,264,0.8351581266324695
2021-09-20 13:37:50,Run,2320,0,9,2021,263,-0.27059523568546595
2021-09-18 16:06:35,Run,2090,5,9,2021,261,-0.3774986713025845
2021-09-17 22:49:24,Run,2853,4,9,2021,260,-0.02285814358144761
2021-09-16 03:05:48,Run,3032,3,9,2021,259,0.06034061718144035
2021-09-13 13:36:18,Run,1263,0,9,2021,256,-0.7618862419780501
2021-09-12 15:16:34,Run,2356,6,9,2021,255,-0.25386252402365606
2021-09-11 15:46:41,Run,4403,5,9,2021,254,0.6975780529686995
2021-09-10 22:20:31,Run,1316,4,9,2021,253,-0.7372519720314967
2021-09-08 11:21:35,Ride,6915,2,9,2021,251,1.865149488926099
2021-09-07 14:25:59,Run,2429,1,9,2021,250,-0.21993230315387494
2021-09-06 15:29:25,Run,1884,0,9,2021,249,-0.4732469658118299
2021-09-05 16:01:25,Run,990,6,9,2021,248,-0.8887759720801083
2021-09-04 17:30:05,Run,1524,5,9,2021,247,-0.6405740824299285
2021-09-01 22:01:08,Run,333,2,9,2021,244,-1.1941479599081384
2021-08-31 14:28:21,Run,2196,1,8,2021,243,-0.3282301314094777
2021-08-30 12:18:36,Run,3480,0,8,2021,242,0.26856991786174095
2021-08-28 15:17:49,Run,6153,5,8,2021,240,1.5109737587511236
2021-08-25 12:54:41,Run,2268,2,8,2021,237,-0.294764708085858
2021-08-25 01:50:48,Run,1199,2,8,2021,237,-0.7916332849323787
2021-08-24 16:13:04,Run,2126,1,8,2021,236,-0.3607659596407747
2021-08-24 01:04:45,Run,2002,1,8,2021,236,-0.41840085536478644
2021-08-23 12:22:35,Run,3224,0,8,2021,235,0.1495817460444263
2021-08-22 14:23:14,Ride,8058,6,8,2021,234,2.3964130841885627
2021-08-21 14:49:26,Run,2307,5,8,2021,233,-0.27663760378556396
2021-08-21 00:45:32,Run,4584,5,8,2021,233,0.7817064088239102
2021-08-19 03:49:00,Run,1967,3,8,2021,231,-0.4346687694804349
2021-08-18 11:46:50,Run,1926,2,8,2021,230,-0.4537254688730517
2021-08-14 12:25:24,Run,2469,5,8,2021,226,-0.20134040130741954
2021-08-11 19:10:07,Ride,2374,2,8,2021,223,-0.24549616819275114
2021-08-11 14:28:17,Run,2997,2,8,2021,223,0.04407270306579186
2021-08-10 19:59:29,Ride,1177,1,8,2021,222,-0.8018588309479292
2021-08-10 13:09:30,Run,4281,1,8,2021,222,0.6408727523370105
2021-08-09 16:56:06,Run,4350,0,8,2021,221,0.6729437830221461
2021-08-07 17:09:21,Run,2919,5,8,2021,219,0.007818494465203815
2021-08-06 15:50:34,Run,3546,4,8,2021,218,0.29924655590839233
2021-08-05 16:29:34,Run,4178,3,8,2021,217,0.5929986050823878
2021-08-04 20:14:19,Run,4539,2,8,2021,216,0.7607905192466479
2021-08-03 13:23:22,Run,2074,1,8,2021,215,-0.3849354320411667
2021-08-02 13:28:54,Run,3540,0,8,2021,214,0.29645777063142403
2021-07-31 17:50:53,Run,4006,5,7,2021,212,0.5130534271426296
2021-07-30 21:23:04,Run,3300,4,7,2021,211,0.18490635955269158
2021-07-30 03:45:04,Run,1688,4,7,2021,211,-0.5643472848594614
2021-07-28 14:54:36,Run,5298,2,7,2021,209,1.1135718567831392
2021-07-24 19:41:54,Run,1090,5,7,2021,205,-0.8422962174639698
2021-07-22 13:18:35,Run,3023,3,7,2021,203,0.05615743926598788
2021-07-21 12:52:30,Run,3249,2,7,2021,202,0.16120168469846094
2021-07-19 20:44:28,Run,358,0,7,2021,200,-1.1825280212541038
2021-07-17 20:30:25,Ride,4721,5,7,2021,198,0.84538367264802
2021-07-17 17:01:29,Run,2619,5,7,2021,198,-0.13162076938321174
2021-07-16 01:19:39,Ride,882,4,7,2021,197,-0.9389741070655379
2021-07-07 02:03:23,Run,172,2,7,2021,188,-1.2689803648401214
2021-07-06 22:19:38,Run,89,1,7,2021,187,-1.3075585611715164
2021-07-06 21:07:26,Run,187,1,7,2021,187,-1.2620084016477007
2021-07-06 18:51:53,Run,124,1,7,2021,187,-1.2912906470558678
2021-07-06 15:53:43,Run,82,1,7,2021,187,-1.310812143994646
2021-07-06 13:40:31,Run,95,1,7,2021,187,-1.304769775894548
2021-07-05 17:04:00,Run,1843,0,7,2021,186,-0.4923036652044467
2021-07-04 13:41:02,Run,1018,6,7,2021,185,-0.8757616407875894
2021-07-04 13:06:51,Run,504,6,7,2021,185,-1.1146675795145415
2021-07-03 19:27:06,Run,2841,5,7,2021,184,-0.028435714135384232
2021-07-02 03:05:44,Run,2333,4,7,2021,183,-0.26455286758536795
2021-06-30 14:38:30,Run,4027,2,6,2021,181,0.5228141756120186
2021-06-27 20:24:08,Run,4591,6,6,2021,178,0.7849599916470399
2021-06-27 04:03:26,Run,4222,6,6,2021,178,0.6134496971134887
2021-06-25 18:15:01,Run,2933,4,6,2021,176,0.014325660111463209
2021-06-24 16:21:22,Run,2083,3,6,2021,175,-0.38075225412571423
2021-06-22 23:28:04,Run,3971,1,6,2021,173,0.4967855130269811
2021-06-21 13:55:18,Run,4917,0,6,2021,172,0.9364839916956516
2021-06-18 12:02:34,Run,2484,4,6,2021,169,-0.19436843811499876
2021-06-17 21:17:36,Run,3688,3,6,2021,168,0.36524780746330904
2021-06-16 14:39:59,Run,3158,2,6,2021,167,0.11890510799777489
