Activity Date,Activity Type,Moving Time,weekday,month,year,day_of_year,Moving Time_normalized
2024-06-30 14:46:53,Run,3501,6,6,2024,182,0.27833066633113
2024-06-28 22:03:49,Run,6970,4,6,2024,180,1.8907133539649754
2024-06-28 00:38:36,Swim,753,4,6,2024,180,-0.9989329905203566
2024-06-26 21:08:48,Run,1936,2,6,2024,178,-0.4490774934114379
2024-06-26 01:26:42,Run,1801,2,6,2024,178,-0.5118251621432248
2024-06-24 22:25:47,Run,2697,0,6,2024,176,-0.0953665607826237
2024-06-24 21:42:18,Swim,984,0,6,2024,176,-0.8915647573570766
2024-06-23 11:08:58,Ride,9945,6,6,2024,175,3.2734860537950965
2024-06-22 17:17:15,Swim,1138,5,6,2024,174,-0.8199859352482233
2024-06-21 23:40:52,Run,2449,4,6,2024,173,-0.21063635223064725
2024-06-19 21:42:12,Run,4184,2,6,2024,171,0.5957873903593561
2024-06-17 22:39:42,Run,2489,0,6,2024,169,-0.19204445038419182
2024-06-16 18:10:44,Swim,134,6,6,2024,168,-1.286642671594254
2024-06-16 17:17:48,Run,390,6,6,2024,168,-1.1676544997769394
2024-06-15 11:11:02,Run,2987,5,6,2024,167,0.03942472760417801
2024-06-14 18:15:22,Run,2185,4,6,2024,166,-0.33334290441725295
2024-06-12 21:33:40,Run,2149,2,6,2024,164,-0.3500756160790628
2024-06-11 22:58:41,Swim,1901,1,6,2024,163,-0.46534540752708636
2024-06-11 00:59:42,Run,2075,1,6,2024,163,-0.3844706344950053
2024-06-09 20:49:09,Run,5540,6,6,2024,161,1.2260528629541945
2024-06-07 19:00:01,Run,1438,4,6,2024,159,-0.6805466713998077
2024-06-06 23:15:13,Run,3649,3,6,2024,158,0.347120703163015
2024-06-04 22:29:05,Ride,6065,1,6,2024,156,1.4700715746889217
2024-06-03 23:13:45,Run,2248,0,6,2024,155,-0.3040606590090857
2024-06-02 22:52:51,Run,2899,6,6,2024,154,-0.001477456458023889
2024-06-01 13:44:04,Run,2094,5,6,2024,153,-0.375639481117939
2024-06-01 12:32:45,Ride,4194,5,6,2024,153,0.60043536582097
2024-06-01 12:01:09,Swim,1768,5,6,2024,153,-0.5271634811665505
2024-05-30 22:07:21,Run,4281,3,5,2024,151,0.6408727523370105
2024-05-29 16:41:23,Ride,10945,2,5,2024,150,3.738283599956482
2024-05-26 12:01:26,Run,5090,6,5,2024,147,1.016893967181571
2024-05-25 14:34:14,Run,3333,5,5,2024,146,0.2002446785760173
2024-05-23 21:18:39,Run,3399,3,5,2024,144,0.23092131662266874
2024-05-22 17:13:04,Ride,6241,2,5,2024,143,1.5518759428133255
2024-05-20 22:19:38,Run,2469,0,5,2024,141,-0.20134040130741954
2024-05-19 18:39:05,Ride,8791,6,5,2024,140,2.737109685524858
2024-05-18 16:57:28,Swim,2601,5,5,2024,139,-0.1399871252141167
2024-05-18 02:42:45,Run,1566,5,5,2024,139,-0.6210525854911504
2024-05-16 16:32:28,Run,3499,3,5,2024,137,0.27740107123880725
2024-05-14 20:46:08,Run,3373,1,5,2024,135,0.2188365804224727
2024-05-13 17:35:49,Ride,6112,0,5,2024,134,1.491917059358507
2024-05-12 23:49:31,Run,6234,6,5,2024,133,1.5486223599901958
2024-05-09 20:41:44,Run,520,3,5,2024,130,-1.1072308187759594
2024-05-09 19:20:17,Run,2231,3,5,2024,130,-0.3119622172938292
2024-05-09 16:37:31,Swim,964,3,5,2024,130,-0.9008607082803043
2024-05-08 00:43:57,Run,2497,2,5,2024,129,-0.18832607001490076
2024-05-05 18:02:28,Run,2994,6,5,2024,126,0.04267831042730771
2024-05-03 22:58:33,Run,3131,4,5,2024,124,0.10635557425141748
2024-05-02 22:45:09,Swim,1611,3,5,2024,123,-0.6001366959138881
2024-05-01 23:01:53,Run,3251,2,5,2024,122,0.1621312797907837
2024-04-29 21:50:19,Run,5988,0,4,2024,120,1.4342821636344951
2024-04-28 13:31:06,Ride,7757,6,4,2024,119,2.2565090227939857
2024-04-27 16:11:37,Run,4769,5,4,2024,118,0.8676939548637664
2024-04-27 03:56:52,Run,2141,5,4,2024,118,-0.3537939964483539
2024-04-26 19:52:22,Ride,6425,4,4,2024,117,1.6373986913070204
2024-04-26 03:34:48,Run,1931,4,4,2024,117,-0.45140148114224476
2024-04-24 23:52:46,Run,4446,2,4,2024,115,0.7175643474536391
2024-04-23 16:25:08,Swim,1643,1,4,2024,114,-0.5852631744367237
2024-04-22 16:58:44,Run,3652,0,4,2024,113,0.3485150958014992
2024-04-20 17:55:53,Ride,10834,5,4,2024,111,3.686691072332568
2024-04-20 01:22:33,Run,1462,5,4,2024,111,-0.6693915302919344
2024-04-14 15:54:52,Run,2192,6,4,2024,105,-0.33008932159412324
2024-04-14 14:44:31,Ride,4139,6,4,2024,105,0.5748715007820938
2024-04-14 14:16:29,Swim,1568,6,4,2024,105,-0.6201229903988277
2024-04-12 22:45:04,Swim,1122,4,4,2024,103,-0.8274226959868054
2024-04-11 20:21:43,Ride,3796,3,4,2024,102,0.41544594244873867
2024-04-11 00:46:31,Run,2349,3,4,2024,102,-0.25711610684678576
2024-04-10 05:49:04,Run,1879,2,4,2024,101,-0.47557095354263684
2024-04-08 16:40:01,Swim,1692,0,4,2024,99,-0.5624880946748159
2024-04-07 21:37:21,Run,5472,6,4,2024,98,1.1944466298152203
2024-04-04 23:50:29,Run,1905,3,4,2024,95,-0.46348621734244083
2024-04-03 20:00:44,Run,2169,2,4,2024,94,-0.34077966515583513
2024-04-01 22:49:53,Run,1171,0,4,2024,92,-0.8046476162248976
2024-04-01 22:00:58,Run,1174,0,4,2024,92,-0.8032532235864134
2024-04-01 16:25:06,Swim,1716,0,4,2024,92,-0.5513329535669426
2024-03-31 20:23:04,Run,4163,6,3,2024,91,0.586026641889967
2024-03-30 14:07:53,Ride,12944,5,3,2024,90,4.667413894733091
2024-03-29 20:03:48,Ride,4831,4,3,2024,89,0.8965114027257723
2024-03-29 12:43:17,Swim,2005,4,3,2024,89,-0.41700646272630226
2024-03-28 16:47:12,Run,2695,3,3,2024,88,-0.09629615587494647
2024-03-28 01:06:36,Run,2251,3,3,2024,88,-0.3026662663706015
2024-03-27 16:20:28,Swim,1547,2,3,2024,87,-0.6298837388682167
2024-03-27 04:09:48,Run,2555,2,3,2024,87,-0.1613678123375404
2024-03-25 16:25:42,Swim,2239,0,3,2024,85,-0.30824383692453816
2024-03-24 13:02:28,Ride,6075,6,3,2024,84,1.4747195501505357
2024-03-23 18:42:58,Run,3560,5,3,2024,83,0.30575372155465175
2024-03-22 21:38:32,Swim,2544,4,3,2024,82,-0.16648058534531565
2024-03-21 03:11:47,Run,1342,3,3,2024,81,-0.7251672358313007
2024-03-19 17:00:12,Ride,5085,1,3,2024,79,1.0145699794507643
2024-03-18 22:04:21,Run,1753,0,3,2024,78,-0.5341354443589713
2024-03-17 12:57:00,Ride,11963,6,3,2024,77,4.211447501948772
2024-03-16 22:14:13,Run,3005,5,3,2024,76,0.04779108343508295
2024-03-15 22:08:02,Ride,2878,4,3,2024,75,-0.011238204927412978
2024-03-14 23:52:18,Run,292,3,3,2024,74,-1.2132046593007553
2024-03-14 22:51:10,Run,3552,3,3,2024,74,0.3020353411853607
2024-03-13 16:31:19,Swim,1615,2,3,2024,73,-0.5982775057292425
2024-03-12 16:52:35,Run,2789,1,3,2024,72,-0.05260518653577626
2024-03-11 13:28:07,Run,2307,0,3,2024,71,-0.27663760378556396
2024-03-05 16:13:36,Run,4907,1,3,2024,65,0.9318360162340377
2024-03-01 16:15:47,Walk,969,4,3,2024,61,-0.8985367205494974
2024-02-27 18:15:08,Run,3698,1,2,2024,58,0.3698957829249229
2024-02-26 13:49:00,Swim,2026,0,2,2024,57,-0.4072457142569132
2024-02-24 21:31:36,Swim,1203,5,2,2024,55,-0.7897740947477332
2024-02-24 15:27:03,Ride,1241,5,2,2024,55,-0.7721117879936006
2024-02-23 21:15:58,Swim,1478,4,2,2024,54,-0.6619547695533523
2024-02-23 03:15:28,Run,2764,4,2,2024,54,-0.0642251251898109
2024-02-20 14:31:25,Run,2061,1,2,2024,51,-0.3909778001412647
2024-02-19 17:31:47,Swim,1975,0,2,2024,50,-0.43095038911114386
2024-02-18 15:26:15,Ride,4855,6,2,2024,49,0.9076665438336456
2024-02-17 20:28:08,Run,5667,5,2,2024,48,1.2850821513166903
2024-02-16 21:36:51,Ride,2957,4,2,2024,47,0.025480801219336453
2024-02-14 14:40:12,Run,2036,2,2,2024,45,-0.40259773879529936
2024-02-13 13:13:14,Swim,2011,1,2,2024,44,-0.41421767744933397
2024-02-12 13:30:05,Swim,2000,0,2,2024,43,-0.4193304504571092
2024-02-11 19:18:49,Ride,4468,6,2,2024,42,0.7277898934691895
2024-02-10 19:10:24,Run,4983,5,2,2024,41,0.9671606297423029
2024-02-08 17:22:48,Swim,1655,3,2,2024,39,-0.5796856038827871
2024-02-08 02:49:08,Run,2177,3,2,2024,39,-0.337061284786544
2024-02-08 01:37:48,Ride,1467,3,2,2024,39,-0.6670675425611275
2024-02-06 14:17:59,Swim,1982,1,2,2024,37,-0.42769680628801415
2024-02-05 13:21:28,Swim,2038,0,2,2024,36,-0.40166814370297654
2024-02-03 15:01:59,Ride,11509,5,2,2024,34,4.000429415991503
2024-02-01 18:24:15,Run,3784,3,2,2024,32,0.409868371894802
2024-01-31 17:34:40,Swim,2039,2,1,2024,31,-0.4012033461568152
2024-01-30 14:04:38,Run,3484,1,1,2024,30,0.2704291080463865
2024-01-29 18:14:52,Swim,1957,0,1,2024,29,-0.43931674494204875
2024-01-28 15:58:44,Ride,4996,6,1,2024,28,0.9732029978424009
2024-01-27 19:23:28,Run,4356,5,1,2024,27,0.6757325682991144
2024-01-26 22:15:00,Ride,3623,4,1,2024,26,0.335035966962819
2024-01-24 17:44:22,Swim,1309,2,1,2024,24,-0.7405055548546264
2024-01-24 17:31:05,Swim,710,2,1,2024,24,-1.0189192850052962
2024-01-23 13:16:28,Swim,2279,1,1,2024,23,-0.28965193507808273
2024-01-22 22:40:11,Run,3441,0,1,2024,22,0.25044281356144693
2024-01-21 14:18:53,Ride,7199,6,1,2024,21,1.9971519920359329
2024-01-20 19:36:53,Run,3050,5,1,2024,20,0.06870697301234528
2024-01-20 00:05:56,Run,797,5,1,2024,20,-0.9784818984892556
2024-01-19 15:31:45,Swim,1055,4,1,2024,19,-0.8585641315796182
2024-01-18 13:11:06,Swim,1730,3,1,2024,18,-0.5448257879206833
2024-01-17 17:23:03,Swim,2046,2,1,2024,17,-0.3979497633336855
2024-01-16 13:19:43,Swim,1769,1,1,2024,16,-0.5266986836203892
2024-01-13 22:23:09,Run,2098,5,1,2024,13,-0.37378029093329346
2024-01-12 19:07:48,Run,5416,4,1,2024,12,1.1684179672301827
2024-01-10 22:43:44,Walk,1467,2,1,2024,10,-0.6670675425611275
2024-01-08 23:16:52,Run,4618,0,1,2024,8,0.7975095253933974
2024-01-08 00:26:58,Run,2249,0,1,2024,8,-0.3035958614629243
2024-01-02 19:32:04,Run,8719,1,1,2024,2,2.703644262201238
2023-12-30 17:20:35,Walk,9755,5,12,2023,364,3.1851745200244332
2023-12-25 20:40:06,Run,4259,0,12,2023,359,0.63064720632146
2023-12-24 20:21:07,Run,6667,6,12,2023,358,1.7498796974780757
2023-12-22 22:07:01,Run,3897,4,12,2023,356,0.4623904946110386
2023-12-21 19:38:56,Run,1639,3,12,2023,355,-0.5871223646213692
2023-12-20 22:35:20,Run,3677,2,12,2023,354,0.3601350344555338
2023-12-19 22:31:49,Run,2330,1,12,2023,353,-0.26594726022385207
2023-12-17 18:50:11,Run,2588,6,12,2023,351,-0.1460294933142147
2023-12-17 03:52:29,Run,1491,6,12,2023,351,-0.6559124014532542
2023-12-15 21:09:38,Run,3774,4,12,2023,349,0.4052203964331882
2023-12-13 18:53:06,Ride,7370,2,12,2023,347,2.0766323724295295
2023-12-12 01:18:34,Run,2143,1,12,2023,346,-0.35286440135603114
2023-12-08 21:05:37,Run,2678,4,12,2023,342,-0.10419771415969002
2023-12-07 21:29:06,Run,2047,3,12,2023,341,-0.3974849657875241
2023-12-07 06:10:39,Run,765,3,12,2023,341,-0.99335541996642
2023-12-05 17:59:25,Run,1733,1,12,2023,339,-0.5434313952821991
2023-12-03 20:04:27,Ride,6306,6,12,2023,337,1.5820877833138156
2023-12-02 22:23:14,Run,4041,5,12,2023,336,0.529321341258278
2023-12-01 00:04:07,Run,2275,4,12,2023,335,-0.29151112526272827
2023-11-29 21:50:37,Run,4124,2,11,2023,333,0.567899537589673
2023-11-27 22:05:16,Run,2975,0,11,2023,331,0.03384715705024139
2023-11-25 16:26:22,Run,3123,5,11,2023,329,0.1026371938821264
2023-11-24 21:18:33,Ice Skate,2573,4,11,2023,328,-0.15300145650663546
2023-11-23 14:35:02,Run,1578,3,11,2023,327,-0.6154750149372138
2023-11-23 00:26:12,Run,3659,3,11,2023,327,0.3517686786246289
2023-11-16 23:08:11,Run,2531,3,11,2023,320,-0.17252295344541366
2023-11-16 19:08:43,Ride,6186,3,11,2023,320,1.5263120777744494
2023-11-15 20:52:41,Ride,6186,2,11,2023,319,1.5263120777744494
2023-11-15 02:56:08,Run,1805,2,11,2023,319,-0.5099659719585793
2023-11-13 14:17:23,Run,3009,0,11,2023,317,0.049650273619728486
2023-11-11 00:19:41,Swim,1526,5,11,2023,315,-0.6396444873376058
2023-11-10 03:17:06,Run,3587,4,11,2023,314,0.31830325530100917
2023-11-08 21:46:19,Run,3465,2,11,2023,312,0.2615979546693202
2023-11-06 19:30:45,Ride,6230,0,11,2023,310,1.5467631698055504
2023-11-04 18:55:41,Run,9057,5,11,2023,308,2.8607458328037865
2023-11-03 20:07:04,Ride,3932,4,11,2023,307,0.478658408726687
2023-11-02 20:57:18,Run,2792,3,11,2023,306,-0.051210793897292106
2023-11-02 00:06:39,Swim,507,3,11,2023,306,-1.1132731868760573
2023-11-01 05:31:43,Run,349,2,11,2023,305,-1.1867111991695563
2023-10-30 20:54:11,Swim,2115,0,10,2023,303,-0.3658787326485499
2023-10-29 22:14:38,Run,2380,6,10,2023,302,-0.2427073829157828
2023-10-29 20:16:10,Swim,2053,6,10,2023,302,-0.39469618051055577
2023-10-28 18:03:23,Ride,9790,5,10,2023,301,3.201442434140082
2023-10-26 17:37:44,Run,3659,3,10,2023,299,0.3517686786246289
2023-10-26 04:42:46,Run,1930,3,10,2023,299,-0.4518662786884062
2023-10-23 21:28:35,Run,5049,0,10,2023,296,0.9978372677889543
2023-10-22 13:54:52,Ride,10044,6,10,2023,295,3.319501010865074
2023-10-21 15:26:52,Hike,10546,5,10,2023,294,3.552829379038089
2023-10-20 23:24:53,Run,1589,4,10,2023,293,-0.6103622419294386
2023-10-19 21:11:17,Ride,6023,3,10,2023,292,1.4505500777501437
2023-10-18 19:26:55,Swim,2199,2,10,2023,291,-0.32683573877099353
2023-10-18 04:34:20,Run,1804,2,10,2023,291,-0.5104307695047408
2023-10-16 21:34:06,Run,3829,0,10,2023,289,0.4307842614720644
2023-10-15 14:53:16,Ride,6019,6,10,2023,288,1.448690887565498
2023-10-13 20:50:55,Ride,5851,4,10,2023,286,1.3706048998103852
2023-10-13 16:56:22,Run,1777,4,10,2023,286,-0.5229803032510981
2023-10-07 14:36:03,Run,2291,5,10,2023,280,-0.2840743645241461
2023-10-07 13:25:39,Ride,4173,5,10,2023,280,0.5906746173515809
2023-10-07 13:06:16,Swim,919,5,10,2023,280,-0.9217765978575666
2023-10-06 20:00:31,Run,1075,4,10,2023,279,-0.8492681806563905
2023-10-04 21:45:26,Run,3613,2,10,2023,277,0.3303879915012052
2023-10-03 16:21:27,Swim,1370,1,10,2023,276,-0.7121529045387819
2023-10-02 18:30:15,Ride,6130,0,10,2023,275,1.5002834151894118
2023-10-01 22:27:16,Run,4393,6,10,2023,274,0.6929300775070857
2023-09-29 19:55:40,Ride,3840,4,9,2023,272,0.43589703447983963
2023-09-29 16:36:00,Swim,1486,4,9,2023,272,-0.6582363891840612
2023-09-27 19:36:23,Run,2563,2,9,2023,270,-0.15764943196824932
2023-09-25 22:29:57,Run,3064,0,9,2023,268,0.07521413865860467
2023-09-23 13:51:16,Run,2245,5,9,2023,266,-0.3054550516475698
2023-09-23 12:36:47,Ride,4386,5,9,2023,266,0.689676494683956
2023-09-23 11:35:29,Run,334,5,9,2023,266,-1.193683162361977
2023-09-22 12:50:28,Run,2168,4,9,2023,265,-0.3412444627019965
2023-09-20 23:53:23,Workout,1763,2,9,2023,263,-0.5294874688973575
2023-09-20 16:25:11,Swim,2016,2,9,2023,263,-0.411893689718527
2023-09-19 23:09:43,Run,1618,1,9,2023,262,-0.5968831130907584
2023-09-19 22:10:24,Ride,3466,1,9,2023,262,0.26206275221548153
2023-09-17 22:01:42,Run,4656,6,9,2023,260,0.81517183214753
2023-09-17 11:32:24,Ride,4220,6,9,2023,260,0.612520102021166
2023-09-15 22:30:24,Run,1262,4,9,2023,258,-0.7623510395242115
2023-09-15 20:24:49,Ride,4770,4,9,2023,258,0.8681587524099279
2023-09-14 22:06:08,Run,3650,3,9,2023,257,0.34758550070917643
2023-09-13 16:42:32,Run,2350,2,9,2023,256,-0.25665130930062435
2023-09-12 23:14:20,Run,1241,1,9,2023,255,-0.7721117879936006
2023-09-12 22:14:22,Ride,3487,1,9,2023,255,0.2718235006848706
2023-09-11 16:26:16,Swim,1561,0,9,2023,254,-0.6233765732219573
2023-09-10 15:56:14,Run,5374,6,9,2023,253,1.1488964702914046
2023-09-08 22:18:10,Run,2991,4,9,2023,251,0.04128391778882355
2023-09-07 21:36:17,Run,4023,3,9,2023,250,0.5209549854273731
2023-09-04 16:11:00,Run,1865,0,9,2023,247,-0.4820781191888962
2023-09-03 16:16:16,Run,3680,6,9,2023,246,0.361529427094018
2023-09-01 23:05:38,Run,1949,4,9,2023,244,-0.4430351253113399
2023-08-31 19:46:05,Ride,11804,3,8,2023,243,4.1375446921091115
2023-08-30 21:54:23,Ride,4891,2,8,2023,242,0.9243992554954554
2023-08-28 22:20:29,Run,3614,0,8,2023,240,0.33085278904736654
2023-08-27 19:15:14,Run,5390,6,8,2023,239,1.1563332310299868
2023-08-26 19:45:29,Run,2405,5,8,2023,238,-0.23108744426174818
2023-08-24 20:44:45,Run,2536,3,8,2023,236,-0.17019896571460671
2023-08-23 23:34:52,Run,3174,2,8,2023,235,0.12634186873635705
2023-08-22 21:59:36,Run,4458,1,8,2023,234,0.7231419180075757
2023-08-19 21:42:31,Run,2172,5,8,2023,231,-0.33938527251735096
2023-08-16 15:01:21,Run,2503,2,8,2023,228,-0.18553728473793243
2023-08-15 22:45:06,Run,1377,1,8,2023,227,-0.7088993217156522
2023-08-14 19:23:36,Swim,116,0,8,2023,226,-1.2950090274251589
2023-08-14 19:16:05,Run,371,0,8,2023,226,-1.1764856531540058
2023-08-14 16:56:28,Run,2246,0,8,2023,226,-0.30499025410140845
2023-08-12 21:32:21,Run,2272,5,8,2023,224,-0.29290551790121244
2023-08-11 00:54:57,Run,1947,4,8,2023,223,-0.44396472040366264
2023-08-09 21:44:29,Run,4420,2,8,2023,221,0.705479611253443
2023-08-09 00:23:10,Run,1379,2,8,2023,221,-0.7079697266233295
2023-08-07 21:05:41,Run,1819,0,8,2023,219,-0.50345880631232
2023-08-06 15:44:17,Run,4656,6,8,2023,218,0.81517183214753
2023-08-03 23:39:08,Run,2793,3,8,2023,215,-0.05074599635113072
2023-08-02 00:51:11,Run,1877,2,8,2023,214,-0.4765005486349596
2023-07-29 17:04:06,Run,8554,5,7,2023,210,2.62695266708461
2023-07-28 00:28:03,Run,2842,4,7,2023,209,-0.027970916589222846
2023-07-26 21:58:33,Swim,1977,2,7,2023,207,-0.4300207940188211
2023-07-26 00:00:56,Run,3971,2,7,2023,207,0.4967855130269811
2023-07-25 00:10:21,Run,2068,1,7,2023,206,-0.387724217318135
2023-07-23 14:06:58,Run,2264,6,7,2023,204,-0.2966238982705035
2023-07-23 12:54:05,Ride,4322,6,7,2023,204,0.6599294517296272
2023-07-23 12:20:08,Swim,1955,6,7,2023,204,-0.4402463400343715
2023-07-20 22:30:37,Run,2080,3,7,2023,201,-0.3821466467641984
2023-07-20 21:41:07,Ride,2808,3,7,2023,201,-0.043774033158709945
2023-07-19 23:24:54,Run,2246,2,7,2023,200,-0.30499025410140845
2023-07-18 22:27:31,Run,1699,1,7,2023,199,-0.5592345118516862
2023-07-18 00:06:36,Ride,2976,1,7,2023,199,0.03431195459640277
2023-07-17 22:14:45,Swim,1757,0,7,2023,198,-0.5322762541743258
2023-07-16 23:15:47,Run,4379,6,7,2023,197,0.6864229118608263
2023-07-15 21:36:13,Ride,524,5,7,2023,196,-1.1053716285913138
2023-07-15 18:24:35,Ride,8536,5,7,2023,196,2.6185863112537047
2023-07-14 22:38:55,Run,788,4,7,2023,195,-0.9826650764047081
2023-07-11 22:23:49,Run,2390,1,7,2023,192,-0.23805940745416898
2023-07-10 21:25:36,Run,2543,0,7,2023,191,-0.16694538289147703
2023-07-09 15:47:06,Run,62,6,7,2023,190,-1.3201080949178738
2023-07-09 15:36:06,Run,354,6,7,2023,190,-1.1843872114387493
2023-07-09 12:50:01,Run,6640,6,7,2023,190,1.7373301637317182
2023-07-08 22:44:45,Run,1306,5,7,2023,189,-0.7418999474931105
2023-07-06 23:04:45,Run,1995,3,7,2023,187,-0.42165443818791615
2023-07-05 21:03:07,Run,2688,2,7,2023,186,-0.09954973869807617
2023-07-04 10:36:31,Run,5964,1,7,2023,185,1.423127022526622
2023-07-03 19:17:25,Run,2232,0,7,2023,184,-0.3114974197476678
2023-07-01 18:16:44,Run,2595,5,7,2023,182,-0.14277591049108498
2023-06-30 21:55:28,Run,3439,4,6,2023,181,0.24951321846912414
2023-06-29 21:23:47,Run,1784,3,6,2023,180,-0.5197267204279684
2023-06-28 23:23:48,Run,2238,2,6,2023,179,-0.3087086344706995
2023-06-28 22:29:43,Ride,2920,2,6,2023,179,0.008283292011365202
2023-06-27 20:14:40,Run,3050,1,6,2023,178,0.06870697301234528
2023-06-27 01:49:21,Run,2163,1,6,2023,178,-0.34356845043280343
2023-06-25 21:26:30,Run,3402,6,6,2023,176,0.2323157092611529
2023-06-24 18:13:51,Run,3466,5,6,2023,175,0.26206275221548153
2023-06-23 22:35:08,Run,2690,4,6,2023,174,-0.0986201436057534
2023-06-21 01:37:30,Run,2578,2,6,2023,172,-0.15067746877582855
2023-06-19 14:23:57,Run,5548,0,6,2023,170,1.2297712433234855
2023-06-16 16:40:22,Run,3837,4,6,2023,167,0.43450264184135545
2023-06-16 00:06:34,Run,3065,4,6,2023,167,0.07567893620476605
2023-06-14 20:45:14,Run,2028,2,6,2023,165,-0.40631611916459043
2023-06-13 21:08:54,Ride,9265,1,6,2023,164,2.9574237224053546
2023-06-12 22:00:04,Run,3887,0,6,2023,163,0.4577425191494247
2023-06-11 21:41:55,Run,3317,6,6,2023,162,0.19280791783743514
2023-06-10 22:27:21,Run,627,5,6,2023,161,-1.057497481336691
2023-06-08 22:56:56,Swim,2688,3,6,2023,159,-0.09954973869807617
2023-06-07 22:03:44,Run,2221,2,6,2023,158,-0.31661019275544305
2023-06-06 21:10:38,Run,2966,1,6,2023,157,0.02966397913478892
2023-06-03 15:55:27,Run,9165,5,6,2023,154,2.910943967789216
2023-06-01 20:56:12,Swim,1879,3,6,2023,152,-0.47557095354263684
2023-06-01 18:22:14,Run,1200,3,6,2023,152,-0.7911684873862174
2023-05-31 15:38:51,Ride,7688,2,5,2023,151,2.22443799210885
2023-05-29 22:16:27,Run,2659,0,5,2023,149,-0.11302886753675634
2023-05-28 18:20:29,Ride,10538,6,5,2023,148,3.549110998668798
2023-05-26 16:45:53,Run,2656,4,5,2023,146,-0.1144232601752405
2023-05-25 21:31:11,Ride,5420,3,5,2023,145,1.1702771574148283
2023-05-20 20:39:21,Run,201,5,5,2023,140,-1.2555012360014413
2023-05-15 18:36:19,Run,4456,0,5,2023,135,0.722212322915253
2023-05-13 20:41:46,Run,4879,5,5,2023,133,0.9188216849415188
2023-05-12 16:38:36,Run,6236,4,5,2023,132,1.5495519550825185
2023-05-09 03:12:25,Run,3188,1,5,2023,129,0.13284903438261644
2023-05-06 00:21:35,Run,1891,5,5,2023,126,-0.4699933829887002
2023-05-03 18:47:13,Run,4545,2,5,2023,123,0.7635793045236162
2023-04-29 15:23:06,Run,954,5,4,2023,119,-0.9055086837419182
2023-04-29 05:17:41,Run,903,5,4,2023,119,-0.9292133585961488
2023-04-28 17:35:35,Run,3757,4,4,2023,118,0.39731883814844465
2023-04-24 19:30:04,Run,1923,0,4,2023,114,-0.4551198615115359
2023-04-21 16:56:01,Run,3236,4,4,2023,111,0.15515931659836293
2023-04-19 16:38:57,Run,2370,2,4,2023,109,-0.24735535837739667
2023-04-17 16:56:25,Run,3650,0,4,2023,107,0.34758550070917643
2023-04-15 13:07:51,Run,2182,5,4,2023,105,-0.33473729705573707
2023-04-14 17:01:28,Run,1782,4,4,2023,104,-0.5206563155202912
2023-04-12 17:08:26,Run,2291,2,4,2023,102,-0.2840743645241461
2023-04-12 04:29:16,Run,2139,2,4,2023,102,-0.3547235915406767
2023-04-08 14:54:19,Run,4591,5,4,2023,98,0.7849599916470399
2023-04-05 18:41:43,Run,1503,2,4,2023,95,-0.6503348308993177
2023-04-04 20:30:03,Run,252,1,4,2023,94,-1.2317965611472106
2023-04-04 19:19:55,Run,2522,1,4,2023,94,-0.17670613136086613
2023-03-31 16:55:14,Run,1782,4,3,2023,90,-0.5206563155202912
2023-03-29 21:31:53,Ride,3262,2,3,2023,88,0.16724405279855895
2023-03-28 20:38:29,Run,1921,1,3,2023,87,-0.45604945660385865
2023-03-25 16:45:10,Run,6571,5,3,2023,84,1.7052591330465827
2023-03-23 20:46:57,Run,1518,3,3,2023,82,-0.6433628677068969
2023-03-22 19:17:33,Run,2869,2,3,2023,81,-0.015421382842865445
2023-03-21 19:03:55,Run,2431,1,3,2023,80,-0.21900270806155217
2023-03-17 17:29:34,Run,2998,4,3,2023,76,0.044537500611953246
2023-03-08 14:20:28,Run,121,2,3,2023,67,-1.2926850396943521
2023-03-03 22:48:05,Run,1910,4,3,2023,62,-0.4611622296116339
2023-03-01 21:26:18,Run,3581,2,3,2023,60,0.3155144700240408
2023-02-27 16:17:30,Run,727,0,2,2023,58,-1.0110177267205527
2023-02-24 21:54:33,Run,2083,4,2,2023,55,-0.38075225412571423
2023-02-23 23:01:45,Run,2879,3,2,2023,54,-0.010773407381251593
2023-02-22 19:57:59,Ride,2493,2,2,2023,53,-0.1901852601995463
2023-02-20 17:46:59,Run,4083,0,2,2023,51,0.5488428381970563
2023-02-18 00:56:46,Run,2330,5,2,2023,49,-0.26594726022385207
2023-02-13 20:29:43,Run,3638,0,2,2023,44,0.3420079301552398
2023-02-11 21:36:06,Run,1766,5,2,2023,42,-0.5280930762588734
2023-02-11 03:20:24,Run,1584,5,2,2023,42,-0.6126862296602454
2023-02-08 20:10:26,Run,2392,2,2,2023,39,-0.2371298123618462
2023-02-08 03:29:31,Run,1892,2,2,2023,39,-0.46952858544253884
2023-02-06 18:51:14,Run,2099,0,2,2023,37,-0.37331549338713205
2023-02-01 17:50:13,Run,2840,2,2,2023,32,-0.02890051168154562
2023-01-28 18:33:52,Alpine Ski,4235,5,1,2023,28,0.6194920652135868
2023-01-27 21:38:47,Run,5590,4,1,2023,27,1.2492927402622638
2023-01-25 21:40:24,Run,2478,2,1,2023,25,-0.19715722339196706
2023-01-21 15:02:49,Run,4226,5,1,2023,21,0.6153088872981343
2023-01-19 19:25:59,Run,1617,3,1,2023,19,-0.5973479106369197
2023-01-15 23:10:07,Run,540,6,1,2023,15,-1.0979348678527316
2023-01-14 23:17:31,Run,2181,5,1,2023,14,-0.3352020946018985
